candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status,class
muslims,0,1,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9837785998,g,1
christian,0,1,7,0,0,0,0,0,7,0.0973439581,1,0,0,0,0,0,0.9837785998,g,1
manafort,0,1,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9837785998,g,1
zayn,0,1,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9837785998,g,1
malibu,0,1,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9837785998,g,1
rice,0,1,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9837785998,g,1
david,0,1,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9837785998,g,1
europeans,0,1,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9837785998,g,1
africans,0,1,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9837785998,g,1
english,0,1,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9837785998,g,1
russians,0,1,5,0,0,0,0,0,5,-0.033888434,1,0,0,0,0,0,0.9837785998,g,1
hillary,0,1,11,0,0,0,0,0,11,0.3598087423,1,0,0,0,0,0,0.9837785998,g,1
canadian,0,1,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9837785998,g,1
village,0,1,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9837785998,g,1
aldo,0,1,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9837785998,g,1
flynn,0,1,9,0,0,1,0,0,10,0.2941925463,0.9,0,0,0.1,0,0,0.9819361847,g,1
australian,0,1,8,0,0,0,0,1,9,0.2285763502,0.8888888889,0,0,0,0,0.1111111111,0.975655292,g,1
donald trump,0,2,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9753824518,g,1
jeff sessions,0,2,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9753824518,g,1
susan rice,0,2,5,0,0,0,0,0,5,-0.033888434,1,0,0,0,0,0,0.9753824518,g,1
washington post,0,2,23,0,0,0,0,0,23,1.147203095,1,0,0,0,0,0,0.9753824518,g,1
hailee steinfeld,0,2,7,0,0,0,0,0,7,0.0973439581,1,0,0,0,0,0,0.9753824518,g,1
rodriguez get,0,2,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9753824518,g,1
damian maia,0,2,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9753824518,g,1
eddie alvarez,0,2,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.9753824518,g,1
bad things,0,2,6,0,0,0,0,0,6,0.031727762,1,0,0,0,0,0,0.9753824518,g,1
wapo,0,1,3,0,0,2,0,0,5,-0.033888434,0.6,0,0,0.4,0,0,0.9732607471,g,1
hitler,0,1,6,0,0,0,0,1,7,0.0973439581,0.8571428571,0,0,0,0,0.1428571429,0.9724760296,g,1
trumpcare,0,1,6,0,0,0,0,1,7,0.0973439581,0.8571428571,0,0,0,0,0.1428571429,0.9724760296,g,1
russia,0,1,42,0,2,0,2,1,47,2.7219918004,0.8936170213,0,0.0425531915,0,0.0425531915,0.0212765957,0.9710603186,g,1
house republicans,0,2,34,0,0,0,0,2,36,2.0002136437,0.9444444444,0,0,0,0,0.0555555556,0.9701664619,g,1
jolene,0,1,5,0,0,0,0,1,6,0.031727762,0.8333333333,0,0,0,0,0.1666666667,0.9697719425,g,1
this town,0,2,5,0,0,1,0,0,6,0.031727762,0.8333333333,0,0,0.1666666667,0,0,0.9688582891,g,1
jorge,0,1,7,0,2,0,0,0,9,0.2285763502,0.7777777778,0,0.2222222222,0,0,0,0.9679651994,g,1
frankie edgar,0,2,22,1,0,0,0,1,24,1.2128192911,0.9166666667,0.0416666667,0,0,0,0.0416666667,0.9672097242,g,1
lynch,0,1,4,0,0,0,0,1,5,-0.033888434,0.8,0,0,0,0,0.2,0.965460951,g,1
american,0,1,12,0,0,0,0,3,15,0.6222735266,0.8,0,0,0,0,0.2,0.965460951,g,1
sweden,0,1,4,0,0,0,0,1,5,-0.033888434,0.8,0,0,0,0,0.2,0.965460951,g,1
dems,0,1,9,0,3,0,0,0,12,0.4254249384,0.75,0,0.25,0,0,0,0.9648031988,g,1
ukraine,0,1,6,0,2,0,0,0,8,0.1629601542,0.75,0,0.25,0,0,0,0.9648031988,g,1
americans,0,1,13,0,1,0,1,0,15,0.6222735266,0.8666666667,0,0.0666666667,0,0.0666666667,0,0.9641323692,g,1
numb,0,1,12,0,0,0,1,1,14,0.5566573305,0.8571428571,0,0,0,0.0714285714,0.0714285714,0.9599102114,g,1
joe silva,0,2,2,0,0,1,0,0,3,-0.1651208261,0.6666666667,0,0,0.3333333333,0,0,0.959483553,g,1
trump,0,1,160,1,11,3,9,18,202,12.8925021891,0.7920792079,0.004950495,0.0544554455,0.0148514851,0.0445544554,0.0891089109,0.9586931433,g,1
moscow,0,1,3,0,0,0,0,1,4,-0.0995046301,0.75,0,0,0,0,0.25,0.95764984,g,1
syria,0,1,6,0,0,0,0,2,8,0.1629601542,0.75,0,0,0,0,0.25,0.95764984,g,1
carson,0,1,3,0,0,0,0,1,4,-0.0995046301,0.75,0,0,0,0,0.25,0.95764984,g,1
joe,0,1,3,0,0,0,0,1,4,-0.0995046301,0.75,0,0,0,0,0.25,0.95764984,g,1
nunes,0,1,5,0,1,0,0,1,7,0.0973439581,0.7142857143,0,0.1428571429,0,0,0.1428571429,0.9564458983,g,1
maia,0,1,77,0,31,0,0,4,112,6.987044544,0.6875,0,0.2767857143,0,0,0.0357142857,0.9554422661,g,1
jorge masvidal,0,2,5,0,0,0,0,1,6,0.031727762,0.8333333333,0,0,0,0,0.1666666667,0.9551176128,g,1
instagram,0,1,10,0,0,0,1,1,12,0.4254249384,0.8333333333,0,0,0,0.0833333333,0.0833333333,0.953131899,g,1
california,0,1,2,0,1,0,0,0,3,-0.1651208261,0.6666666667,0,0.3333333333,0,0,0,0.9529299188,g,1
holloway,0,1,2,0,1,0,0,0,3,-0.1651208261,0.6666666667,0,0.3333333333,0,0,0,0.9529299188,g,1
george,0,1,2,0,1,0,0,0,3,-0.1651208261,0.6666666667,0,0.3333333333,0,0,0,0.9529299188,g,1
gamebred,0,1,2,0,1,0,0,0,3,-0.1651208261,0.6666666667,0,0.3333333333,0,0,0,0.9529299188,g,1
russian,0,1,15,0,0,0,1,3,19,0.8847383108,0.7894736842,0,0,0,0.0526315789,0.1578947368,0.9525773713,g,1
yair rodriguez,0,2,9,0,0,0,0,2,11,0.3598087423,0.8181818182,0,0,0,0,0.1818181818,0.9524532807,g,1
demian maia,0,2,13,1,0,0,0,2,16,0.6878897226,0.8125,0.0625,0,0,0,0.125,0.9519510574,g,1
yair,0,1,12,0,4,0,0,2,18,0.8191221147,0.6666666667,0,0.2222222222,0,0,0.1111111111,0.9498466754,g,1
devin nunes,0,2,4,0,0,0,0,1,5,-0.033888434,0.8,0,0,0,0,0.2,0.9490217738,g,1
united kingdom,0,2,4,0,0,0,0,1,5,-0.033888434,0.8,0,0,0,0,0.2,0.9490217738,g,1
carter page,0,2,221,1,0,0,6,40,268,17.2231711289,0.8246268657,0.0037313433,0,0,0.0223880597,0.1492537313,0.9482958436,g,1
congress,0,1,10,0,1,0,1,1,13,0.4910411344,0.7692307692,0,0.0769230769,0,0.0769230769,0.0769230769,0.9449094298,g,1
rodriguez,0,1,3,0,2,0,0,0,5,-0.033888434,0.6,0,0.4,0,0,0,0.9402248081,g,1
muslim,0,1,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9400882819,g,1
africa,0,1,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9400882819,g,1
brexit,0,1,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9400882819,g,1
slow hands,0,2,6,0,0,0,0,2,8,0.1629601542,0.75,0,0,0,0,0.25,0.9381154684,g,1
george soros,0,2,6,0,0,0,0,2,8,0.1629601542,0.75,0,0,0,0,0.25,0.9381154684,g,1
salvador sobral,0,2,3,0,0,0,0,1,4,-0.0995046301,0.75,0,0,0,0,0.25,0.9381154684,g,1
aca,0,1,0,0,0,4,0,0,4,-0.0995046301,0,0,0,1,0,0,0.9374820305,g,1
mlk,0,1,0,0,0,6,0,0,6,0.031727762,0,0,0,1,0,0,0.9374820305,g,1
mma,0,1,0,0,0,5,0,0,5,-0.033888434,0,0,0,1,0,0,0.9374820305,g,1
dt,0,1,0,0,0,3,0,0,3,-0.1651208261,0,0,0,1,0,0,0.9374820305,g,1
djt,0,1,0,0,0,3,0,0,3,-0.1651208261,0,0,0,1,0,0,0.9374820305,g,1
dnc,0,1,0,0,0,3,0,0,3,-0.1651208261,0,0,0,1,0,0,0.9374820305,g,1
ahca,0,1,0,0,0,5,0,0,5,-0.033888434,0,0,0,1,0,0,0.9374820305,g,1
poc,0,1,0,0,0,4,0,0,4,-0.0995046301,0,0,0,1,0,0,0.9374820305,g,1
cbo,0,1,0,0,0,6,0,0,6,0.031727762,0,0,0,1,0,0,0.9374820305,g,1
tko,0,1,0,0,0,5,0,0,5,-0.033888434,0,0,0,1,0,0,0.9374820305,g,1
hq,0,1,0,0,0,3,0,0,3,-0.1651208261,0,0,0,1,0,0,0.9374820305,g,1
moldova,0,1,3,0,1,0,0,1,5,-0.033888434,0.6,0,0.2,0,0,0.2,0.932760936,g,1
ukrainian,0,1,3,0,1,0,0,1,5,-0.033888434,0.6,0,0.2,0,0,0.2,0.932760936,g,1
ireland,0,1,3,0,1,0,0,1,5,-0.033888434,0.6,0,0.2,0,0,0.2,0.932760936,g,1
america,0,1,17,0,4,0,1,4,26,1.3440516832,0.6538461538,0,0.1538461538,0,0.0384615385,0.1538461538,0.9320377237,g,1
fisa,0,1,1,0,0,11,0,1,13,0.4910411344,0.0769230769,0,0,0.8461538462,0,0.0769230769,0.9315553284,g,1
fbi,0,1,5,0,0,125,1,7,138,8.6930656415,0.0362318841,0,0,0.9057971014,0.0072463768,0.0507246377,0.9287376795,g,1
carter page fisa,0,3,4,0,0,0,0,0,4,-0.0995046301,1,0,0,0,0,0,0.9272385634,g,1
portugal,0,1,19,0,9,0,0,6,34,1.8689812516,0.5588235294,0,0.2647058824,0,0,0.1764705882,0.923555091,g,1
frankie,0,1,11,0,6,0,0,3,20,0.9503545068,0.55,0,0.3,0,0,0.15,0.9224472452,g,1
demian,0,1,3,0,0,0,0,2,5,-0.033888434,0.6,0,0,0,0,0.4,0.9207261998,g,1
senate,0,1,15,0,0,0,3,1,19,0.8847383108,0.7894736842,0,0,0,0.1578947368,0.0526315789,0.9172518668,g,1
liberty university,0,2,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9141520411,g,1
holocaust centers,0,2,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9141520411,g,1
white house,0,2,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9141520411,g,1
fox news,0,2,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9141520411,g,1
african americans,0,2,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9141520411,g,1
chris hayes,0,2,2,0,0,0,0,1,3,-0.1651208261,0.6666666667,0,0,0,0,0.3333333333,0.9141520411,g,1
germany,0,1,2,0,2,0,0,0,4,-0.0995046301,0.5,0,0.5,0,0,0,0.9140932261,g,1
alessia,0,1,2,0,2,0,0,0,4,-0.0995046301,0.5,0,0.5,0,0,0,0.9140932261,g,1
obama,0,1,15,0,3,0,1,6,25,1.2784354871,0.6,0,0.12,0,0.04,0.24,0.9121822343,g,1
obamacare,0,1,20,0,2,0,3,4,29,1.5409002713,0.6896551724,0,0.0689655172,0,0.1034482759,0.1379310345,0.9121076915,g,1
scarface,0,1,12,0,1,0,2,2,17,0.7535059187,0.7058823529,0,0.0588235294,0,0.1176470588,0.1176470588,0.9106446076,g,1
gop,0,1,1,0,0,24,0,5,30,1.6065164674,0.0333333333,0,0,0.8,0,0.1666666667,0.9087434684,g,1
edgar,0,1,8,0,5,0,0,3,16,0.6878897226,0.5,0,0.3125,0,0,0.1875,0.9052258805,g,1
usa,0,1,0,0,0,5,0,1,6,0.031727762,0,0,0,0.8333333333,0,0.1666666667,0.9049947264,g,1
msm,0,1,0,0,0,5,0,1,6,0.031727762,0,0,0,0.8333333333,0,0.1666666667,0.9049947264,g,1
prince,0,1,5,0,0,1,1,1,8,0.1629601542,0.625,0,0,0.125,0.125,0.125,0.9025588106,g,1
croatia,0,1,2,0,1,0,0,1,4,-0.0995046301,0.5,0,0.25,0,0,0.25,0.9012662278,g,1
comey,0,1,6,0,3,0,0,3,12,0.4254249384,0.5,0,0.25,0,0,0.25,0.9012662278,g,1
romania,0,1,2,0,1,0,0,1,4,-0.0995046301,0.5,0,0.25,0,0,0.25,0.9012662278,g,1
salvador,0,1,4,0,2,0,0,2,8,0.1629601542,0.5,0,0.25,0,0,0.25,0.9012662278,g,1
masvidal,0,1,39,0,31,0,3,2,75,4.55924529,0.52,0,0.4133333333,0,0.04,0.0266666667,0.8984005078,g,1
carter,0,1,3,0,1,0,0,2,6,0.031727762,0.5,0,0.1666666667,0,0,0.3333333333,0.8951533045,g,1
ufc,0,1,0,0,0,13,1,0,14,0.5566573305,0,0,0,0.9285714286,0.0714285714,0,0.8947514043,g,1
linkin park,0,2,20,2,0,0,2,5,29,1.5409002713,0.6896551724,0.0689655172,0,0,0.0689655172,0.1724137931,0.8925101538,g,1
wango tango,0,2,3,0,0,0,0,2,5,-0.033888434,0.6,0,0,0,0,0.4,0.8884814848,g,1
ufc 211,0,2,0,0,0,3,0,0,3,-0.1651208261,0,0,0,1,0,0,0.8857939244,g,1
on the loose,0,3,9,0,0,0,0,2,11,0.3598087423,0.8181818182,0,0,0,0,0.1818181818,0.8820152113,g,1
wh,0,1,0,0,0,3,0,1,4,-0.0995046301,0,0,0,0.75,0,0.25,0.8817155699,g,1
boom,0,1,2,0,0,0,0,2,4,-0.0995046301,0.5,0,0,0,0,0.5,0.879911996,g,1
sean spicer,0,2,8,0,0,0,0,6,14,0.5566573305,0.5714285714,0,0,0,0,0.4285714286,0.8753929719,g,1
democrats,0,1,8,0,6,0,1,1,16,0.6878897226,0.5,0,0.375,0,0.0625,0.0625,0.8738607976,g,1
united,0,1,3,0,2,0,0,2,7,0.0973439581,0.4285714286,0,0.2857142857,0,0,0.2857142857,0.8705364029,g,1
eurovision,0,1,5,0,2,0,1,1,9,0.2285763502,0.5555555556,0,0.2222222222,0,0.1111111111,0.1111111111,0.8585570873,g,1
page,0,1,15,0,1,1,4,3,24,1.2128192911,0.625,0,0.0416666667,0.0416666667,0.1666666667,0.125,0.8552879915,g,1
ppv,0,1,0,0,0,2,0,1,3,-0.1651208261,0,0,0,0.6666666667,0,0.3333333333,0.8525894842,g,1
spicer,0,1,5,0,4,0,1,0,10,0.2941925463,0.5,0,0.4,0,0.1,0,0.8493208189,g,1
frankieedgar,0,1,1,0,2,0,0,0,3,-0.1651208261,0.3333333333,0,0.6666666667,0,0,0,0.8450014031,g,1
ronaldo,0,1,1,0,2,0,0,0,3,-0.1651208261,0.3333333333,0,0.6666666667,0,0,0,0.8450014031,g,1
britain,0,1,1,0,2,0,0,0,3,-0.1651208261,0.3333333333,0,0.6666666667,0,0,0,0.8450014031,g,1
snapchat,0,1,9,0,0,0,3,0,12,0.4254249384,0.75,0,0,0,0.25,0,0.8449588489,g,1
stipe,0,1,3,0,0,0,1,0,4,-0.0995046301,0.75,0,0,0,0.25,0,0.8449588489,g,1
donald,0,1,3,0,0,0,1,0,4,-0.0995046301,0.75,0,0,0,0.25,0,0.8449588489,g,1
hrc,0,1,1,0,0,3,0,3,7,0.0973439581,0.1428571429,0,0,0.4285714286,0,0.4285714286,0.8393425838,g,1
liam payne,0,2,2,0,0,0,0,2,4,-0.0995046301,0.5,0,0,0,0,0.5,0.8365406147,g,1
rep,0,1,4,0,0,0,1,2,7,0.0973439581,0.5714285714,0,0,0,0.1428571429,0.2857142857,0.8200099589,g,1
europe,0,1,13,2,1,0,3,6,25,1.2784354871,0.52,0.08,0.04,0,0.12,0.24,0.8141602374,g,1
niall,0,1,24,0,36,0,0,18,78,4.7560938781,0.3076923077,0,0.4615384615,0,0,0.2307692308,0.8119783873,g,1
news of fisa warrant,0,4,3,0,0,0,0,0,3,-0.1651208261,1,0,0,0,0,0,0.8012599853,g,1
bjj,0,1,0,0,0,5,1,0,6,0.031727762,0,0,0,0.8333333333,0.1666666667,0,0.7923561238,g,1
niam,0,1,3,0,1,0,0,5,9,0.2285763502,0.3333333333,0,0.1111111111,0,0,0.5555555556,0.788454609,g,1
hillary clinton,0,2,3,0,0,0,0,4,7,0.0973439581,0.4285714286,0,0,0,0,0.5714285714,0.7884083809,g,1
greece,0,1,1,0,0,0,0,2,3,-0.1651208261,0.3333333333,0,0,0,0,0.6666666667,0.7718869696,g,1
bradford,0,1,1,0,0,0,0,2,3,-0.1651208261,0.3333333333,0,0,0,0,0.6666666667,0.7718869696,g,1
holocaust,0,1,1,0,0,0,0,2,3,-0.1651208261,0.3333333333,0,0,0,0,0.6666666667,0.7718869696,g,1
bush,0,1,1,0,0,0,0,2,3,-0.1651208261,0.3333333333,0,0,0,0,0.6666666667,0.7718869696,g,1
euros,0,1,1,0,0,0,0,2,3,-0.1651208261,0.3333333333,0,0,0,0,0.6666666667,0.7718869696,g,1
miley,0,1,6,0,14,0,1,1,22,1.081586899,0.2727272727,0,0.6363636364,0,0.0454545455,0.0454545455,0.7586220861,g,1
twitter,0,1,6,0,1,0,2,3,12,0.4254249384,0.5,0,0.0833333333,0,0.1666666667,0.25,0.7523076771,g,1
cnn,0,1,0,0,0,5,1,1,7,0.0973439581,0,0,0,0.7142857143,0.1428571429,0.1428571429,0.7516171892,g,1
zedd,0,1,3,0,0,0,1,2,6,0.031727762,0.5,0,0,0,0.1666666667,0.3333333333,0.7398247186,a,2
house,0,1,17,0,1,0,7,5,30,1.6065164674,0.5666666667,0,0.0333333333,0,0.2333333333,0.1666666667,0.7283421567,a,2
clinton,0,1,3,0,1,0,1,2,7,0.0973439581,0.4285714286,0,0.1428571429,0,0.1428571429,0.2857142857,0.7236578741,a,2
native americans,0,2,1,1,0,0,0,1,3,-0.1651208261,0.3333333333,0.3333333333,0,0,0,0.3333333333,0.722017718,a,2
best eurovision,0,2,1,1,0,0,0,1,3,-0.1651208261,0.3333333333,0.3333333333,0,0,0,0.3333333333,0.722017718,a,2
america great,0,2,1,2,0,0,0,0,3,-0.1651208261,0.3333333333,0.6666666667,0,0,0,0,0.7219675789,a,2
robbed,0,1,0,0,1,1,0,1,3,-0.1651208261,0,0,0.3333333333,0.3333333333,0,0.3333333333,0.721822643,a,2
hate white people,0,3,2,1,0,0,0,1,4,-0.0995046301,0.5,0.25,0,0,0,0.25,0.7202360236,a,2
camila cabello,0,2,1,0,0,0,0,2,3,-0.1651208261,0.3333333333,0,0,0,0,0.6666666667,0.7101857833,a,2
liam,0,1,10,0,8,0,1,20,39,2.1970622319,0.2564102564,0,0.2051282051,0,0.0256410256,0.5128205128,0.7086007903,a,2
scared to be lonely,0,4,3,1,0,0,0,0,4,-0.0995046301,0.75,0.25,0,0,0,0,0.7033585806,a,2
spain,0,1,1,0,3,0,0,2,6,0.031727762,0.1666666667,0,0.5,0,0,0.3333333333,0.6970947252,a,2
justice,0,1,2,0,0,0,1,0,3,-0.1651208261,0.6666666667,0,0,0,0.3333333333,0,0.6951247462,a,2
tease,0,1,2,0,0,0,1,0,3,-0.1651208261,0.6666666667,0,0,0,0.3333333333,0,0.6951247462,a,2
don,0,1,2,0,0,0,1,0,3,-0.1651208261,0.6666666667,0,0,0,0.3333333333,0,0.6951247462,a,2
god,0,1,11,0,5,1,5,5,27,1.4096678792,0.4074074074,0,0.1851851852,0.037037037,0.1851851852,0.1851851852,0.6787764994,a,2
sc,0,1,0,0,0,1,0,2,3,-0.1651208261,0,0,0,0.3333333333,0,0.6666666667,0.6724088509,a,2
titanium,0,1,2,1,0,0,1,0,4,-0.0995046301,0.5,0.25,0,0,0.25,0,0.6537353346,a,2
republican,0,1,4,0,2,0,2,1,9,0.2285763502,0.4444444444,0,0.2222222222,0,0.2222222222,0.1111111111,0.649861214,a,2
hope maia,0,2,1,3,0,0,0,0,4,-0.0995046301,0.25,0.75,0,0,0,0,0.6461109956,a,2
camila,0,1,3,0,49,0,0,3,55,3.2469213688,0.0545454545,0,0.8909090909,0,0,0.0545454545,0.6438290065,a,2
champions,0,1,2,0,0,0,1,1,4,-0.0995046301,0.5,0,0,0,0.25,0.25,0.636897125,a,2
the house republicans,0,3,3,0,0,0,1,1,5,-0.033888434,0.6,0,0,0,0.2,0.2,0.6218286418,a,2
uk,0,1,0,0,0,9,3,2,14,0.5566573305,0,0,0,0.6428571429,0.2142857143,0.1428571429,0.6168809881,a,2
instagram story,0,2,3,11,0,0,0,0,14,0.5566573305,0.2142857143,0.7857142857,0,0,0,0,0.6130096043,a,2
libs,0,1,2,0,1,0,1,2,6,0.031727762,0.3333333333,0,0.1666666667,0,0.1666666667,0.3333333333,0.5969548302,a,2
legal fisa,0,2,0,2,0,1,0,0,3,-0.1651208261,0,0.6666666667,0,0.3333333333,0,0,0.5963267751,a,2
australia,0,1,6,2,2,0,3,6,19,0.8847383108,0.3157894737,0.1052631579,0.1052631579,0,0.1578947368,0.3157894737,0.5881796842,a,2
russian agent,0,2,1,4,0,0,0,1,6,0.031727762,0.1666666667,0.6666666667,0,0,0,0.1666666667,0.5632880705,a,2
dad,0,1,3,0,0,0,2,0,5,-0.033888434,0.6,0,0,0,0.4,0,0.5286096647,a,2
adam,0,1,1,0,1,1,1,2,6,0.031727762,0.1666666667,0,0.1666666667,0.1666666667,0.1666666667,0.3333333333,0.526264014,a,2
hold,0,1,3,0,2,0,2,2,9,0.2285763502,0.3333333333,0,0.2222222222,0,0.2222222222,0.2222222222,0.5231945616,a,2
mike dean liberty university stoke,0,5,2,0,0,0,0,3,5,-0.033888434,0.4,0,0,0,0,0.6,0.5146773679,a,2
senators,0,1,3,0,0,0,2,1,6,0.031727762,0.5,0,0,0,0.3333333333,0.1666666667,0.5115778,a,2
fisa court,0,2,1,10,0,0,0,0,11,0.3598087423,0.0909090909,0.9090909091,0,0,0,0,0.4907067505,a,2
sean spicer carter page,0,4,1,0,0,0,0,3,4,-0.0995046301,0.25,0,0,0,0,0.75,0.4772607449,a,2
