candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status,class
monitor carter page,0,3,1,3,0,0,0,1,5,-0.033888434,0.2,0.6,0,0,0,0.2,0.4732647588,a,2
holy,0,1,1,0,3,0,1,0,5,-0.033888434,0.2,0,0.6,0,0.2,0,0.4699993487,a,2
israel,0,1,1,0,3,0,1,1,6,0.031727762,0.1666666667,0,0.5,0,0.1666666667,0.1666666667,0.4627391688,a,2
fisa warrant,0,2,3,95,0,1,0,4,103,6.3964987795,0.0291262136,0.9223300971,0,0.0097087379,0,0.0388349515,0.4366225316,a,2
fbi granted fisa warrant,0,4,1,3,0,0,0,0,4,-0.0995046301,0.25,0.75,0,0,0,0,0.4315300053,a,2
fbi got fisa warrant,0,4,1,3,0,0,0,1,5,-0.033888434,0.2,0.6,0,0,0,0.2,0.4146649243,a,2
102.7 kiis fm,0,3,0,6,0,2,0,0,8,0.1629601542,0,0.75,0,0.25,0,0,0.4121043598,a,2
may 13th,0,2,0,6,0,0,0,0,6,0.031727762,0,1,0,0,0,0,0.4077160099,a,2
republicans,0,1,10,0,5,0,9,3,27,1.4096678792,0.3703703704,0,0.1851851852,0,0.3333333333,0.1111111111,0.3929537393,b,3
maroon 5,0,2,0,4,0,0,0,3,7,0.0973439581,0,0.5714285714,0,0,0,0.4285714286,0.3923051081,b,3
learn,0,1,1,0,1,0,1,1,4,-0.0995046301,0.25,0,0.25,0,0.25,0.25,0.3904028891,b,3
turkey,0,1,1,0,1,0,1,0,3,-0.1651208261,0.3333333333,0,0.3333333333,0,0.3333333333,0,0.3778176019,b,3
buy,0,1,2,0,2,0,2,0,6,0.031727762,0.3333333333,0,0.3333333333,0,0.3333333333,0,0.3778176019,b,3
answer,0,1,0,0,2,1,1,0,4,-0.0995046301,0,0,0.5,0.25,0.25,0,0.3419795087,b,3
european,0,1,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.3278002278,b,3
dem,0,1,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.3278002278,b,3
hilary,0,1,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.3278002278,b,3
spicy,0,1,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.3278002278,b,3
intel,0,1,2,0,0,0,2,0,4,-0.0995046301,0.5,0,0,0,0.5,0,0.2769700537,b,3
the answer,0,2,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.2758990695,b,3
happy birthday,0,2,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.2758990695,b,3
millions of americans,0,3,1,0,0,0,1,1,3,-0.1651208261,0.3333333333,0,0,0,0.3333333333,0.3333333333,0.2713830047,b,3
panic,0,1,0,0,1,1,1,0,3,-0.1651208261,0,0,0.3333333333,0.3333333333,0.3333333333,0,0.2631558616,b,3
joke,0,1,0,0,0,1,1,1,3,-0.1651208261,0,0,0,0.3333333333,0.3333333333,0.3333333333,0.2250023019,b,3
crazy,0,1,3,0,0,1,5,3,12,0.4254249384,0.25,0,0,0.0833333333,0.4166666667,0.25,0.1987367611,b,3
meet,0,1,1,0,2,0,2,0,5,-0.033888434,0.2,0,0.4,0,0.4,0,0.1849593487,b,3
white supremacists,0,2,0,0,0,1,1,1,3,-0.1651208261,0,0,0,0.3333333333,0.3333333333,0.3333333333,0.1764815635,b,3
report,0,1,2,0,8,0,7,4,21,1.0159707029,0.0952380952,0,0.380952381,0,0.3333333333,0.1904761905,0.1711437928,b,3
scarface theme,0,2,1,9,0,0,4,0,14,0.5566573305,0.0714285714,0.6428571429,0,0,0.2857142857,0,0.1566927718,b,3
link,0,1,3,0,0,0,4,0,7,0.0973439581,0.4285714286,0,0,0,0.5714285714,0,0.1512265602,b,3
friendship,0,1,1,0,1,0,2,0,4,-0.0995046301,0.25,0,0.25,0,0.5,0,0.1221689832,b,3
con,0,1,1,0,1,0,2,0,4,-0.0995046301,0.25,0,0.25,0,0.5,0,0.1221689832,b,3
seriously,0,1,1,0,3,0,4,2,10,0.2941925463,0.1,0,0.3,0,0.4,0.2,0.1167991427,b,3
military,0,1,1,0,0,0,2,1,4,-0.0995046301,0.25,0,0,0,0.5,0.25,0.1057000542,b,3
beast,0,1,0,0,0,3,4,0,7,0.0973439581,0,0,0,0.4285714286,0.5714285714,0,0.0877973866,b,3
passed a bill,0,3,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0846867348,b,3
wonder,0,1,1,0,3,0,4,0,8,0.1629601542,0.125,0,0.375,0,0.5,0,0.0796161378,b,3
classic,0,1,0,0,0,1,2,1,4,-0.0995046301,0,0,0,0.25,0.5,0.25,0.07555957,b,3
nice,0,1,1,0,3,0,6,3,13,0.4910411344,0.0769230769,0,0.2307692308,0,0.4615384615,0.2307692308,0.0726107308,b,3
read,0,1,1,0,1,5,11,2,20,0.9503545068,0.05,0,0.05,0.25,0.55,0.1,0.0714115546,b,3
sports,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
dump,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
falling,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
lower,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
congressmen,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
greet,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
champion,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
representatives,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
age,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
write,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
tweets,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0611885664,b,3
happy,0,1,1,0,0,1,5,2,9,0.2285763502,0.1111111111,0,0,0.1111111111,0.5555555556,0.2222222222,0.0611382578,b,3
looks,0,1,2,0,5,0,10,2,19,0.8847383108,0.1052631579,0,0.2631578947,0,0.5263157895,0.1052631579,0.0605470937,b,3
stop,0,1,3,0,3,0,14,7,27,1.4096678792,0.1111111111,0,0.1111111111,0,0.5185185185,0.2592592593,0.0591587406,b,3
blacks,0,1,1,0,1,0,3,0,5,-0.033888434,0.2,0,0.2,0,0.6,0,0.0578742104,b,3
black,0,1,2,0,0,0,5,1,8,0.1629601542,0.25,0,0,0,0.625,0.125,0.0553488686,b,3
dead,0,1,1,0,0,0,3,1,5,-0.033888434,0.2,0,0,0,0.6,0.2,0.0512196786,b,3
red,0,1,1,0,0,0,3,1,5,-0.033888434,0.2,0,0,0,0.6,0.2,0.0512196786,b,3
black people,0,2,1,1,0,0,4,1,7,0.0973439581,0.1428571429,0.1428571429,0,0,0.5714285714,0.1428571429,0.0429271645,b,3
four,0,1,0,0,0,1,2,0,3,-0.1651208261,0,0,0,0.3333333333,0.6666666667,0,0.0403482429,b,3
dark,0,1,0,0,0,1,2,0,3,-0.1651208261,0,0,0,0.3333333333,0.6666666667,0,0.0403482429,b,3
winning,0,1,0,0,0,1,4,2,7,0.0973439581,0,0,0,0.1428571429,0.5714285714,0.2857142857,0.0385850035,b,3
look,0,1,1,0,4,0,15,7,27,1.4096678792,0.037037037,0,0.1481481481,0,0.5555555556,0.2592592593,0.0355066848,b,3
earth,0,1,1,0,1,0,4,0,6,0.031727762,0.1666666667,0,0.1666666667,0,0.6666666667,0,0.0333740099,b,3
almost,0,1,1,0,1,0,4,0,6,0.031727762,0.1666666667,0,0.1666666667,0,0.6666666667,0,0.0333740099,b,3
voice,0,1,1,0,1,0,4,0,6,0.031727762,0.1666666667,0,0.1666666667,0,0.6666666667,0,0.0333740099,b,3
liberal,0,1,1,0,0,0,5,2,8,0.1629601542,0.125,0,0,0,0.625,0.25,0.0320935458,b,3
stay,0,1,0,0,2,1,6,1,10,0.2941925463,0,0,0.2,0.1,0.6,0.1,0.0319077475,b,3
big,0,1,0,0,0,2,9,4,15,0.6222735266,0,0,0,0.1333333333,0.6,0.2666666667,0.0317825832,b,3
since,0,1,1,0,3,0,8,1,13,0.4910411344,0.0769230769,0,0.2307692308,0,0.6153846154,0.0769230769,0.0313215061,b,3
sessions,0,1,1,0,0,0,4,1,6,0.031727762,0.1666666667,0,0,0,0.6666666667,0.1666666667,0.0301888174,b,3
judge,0,1,1,0,0,0,4,1,6,0.031727762,0.1666666667,0,0,0,0.6666666667,0.1666666667,0.0301888174,b,3
freedom,0,1,1,0,0,0,3,0,4,-0.0995046301,0.25,0,0,0,0.75,0,0.0276211732,b,3
force,0,1,1,0,0,0,3,0,4,-0.0995046301,0.25,0,0,0,0.75,0,0.0276211732,b,3
whites,0,1,3,0,0,0,9,0,12,0.4254249384,0.25,0,0,0,0.75,0,0.0276211732,b,3
liberals,0,1,2,0,6,0,15,0,23,1.147203095,0.0869565217,0,0.2608695652,0,0.652173913,0,0.0273000534,b,3
sing,0,1,1,0,1,0,7,2,11,0.3598087423,0.0909090909,0,0.0909090909,0,0.6363636364,0.1818181818,0.0270045856,b,3
privilege,0,1,0,0,0,1,8,4,13,0.4910411344,0,0,0,0.0769230769,0.6153846154,0.3076923077,0.0249103539,b,3
gone,0,1,0,0,0,1,4,1,6,0.031727762,0,0,0,0.1666666667,0.6666666667,0.1666666667,0.0238331019,b,3
great,0,1,1,0,9,0,21,2,33,1.8033650556,0.0303030303,0,0.2727272727,0,0.6363636364,0.0606060606,0.023490347,b,3
goodbye,0,1,0,0,0,0,3,2,5,-0.033888434,0,0,0,0,0.6,0.4,0.0224777464,b,3
watch,0,1,2,0,7,0,23,3,35,1.9345974477,0.0571428571,0,0.2,0,0.6571428571,0.0857142857,0.0221787829,b,3
surprise,0,1,1,0,0,0,5,1,7,0.0973439581,0.1428571429,0,0,0,0.7142857143,0.1428571429,0.0208014686,b,3
excited,0,1,1,0,0,0,5,1,7,0.0973439581,0.1428571429,0,0,0,0.7142857143,0.1428571429,0.0208014686,b,3
replace,0,1,1,0,0,1,8,1,11,0.3598087423,0.0909090909,0,0,0.0909090909,0.7272727273,0.0909090909,0.0199061073,b,3
tv,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0195393977,b,3
alone,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0195393977,b,3
treason,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0195393977,b,3
dance,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0195393977,b,3
fire,0,1,1,0,0,0,7,2,10,0.2941925463,0.1,0,0,0,0.7,0.2,0.0187749443,b,3
new,0,1,1,0,2,1,19,5,28,1.4752840753,0.0357142857,0,0.0714285714,0.0357142857,0.6785714286,0.1785714286,0.018336436,b,3
awesome,0,1,1,0,2,0,8,0,11,0.3598087423,0.0909090909,0,0.1818181818,0,0.7272727273,0,0.0172334273,b,3
wrong,0,1,0,0,0,1,5,1,7,0.0973439581,0,0,0,0.1428571429,0.7142857143,0.1428571429,0.0170145878,b,3
bc,0,1,0,0,0,1,5,1,7,0.0973439581,0,0,0,0.1428571429,0.7142857143,0.1428571429,0.0170145878,b,3
sounds,0,1,1,0,1,0,6,0,8,0.1629601542,0.125,0,0.125,0,0.75,0,0.0169931296,b,3
deplorable,0,1,1,0,0,0,4,0,5,-0.033888434,0.2,0,0,0,0.8,0,0.0168345361,b,3
actually,0,1,1,0,3,0,14,2,20,0.9503545068,0.05,0,0.15,0,0.7,0.1,0.0163603412,b,3
killed,0,1,0,0,0,1,7,2,10,0.2941925463,0,0,0,0.1,0.7,0.2,0.0163035454,b,3
sad,0,1,1,0,2,0,12,2,17,0.7535059187,0.0588235294,0,0.1176470588,0,0.7058823529,0.1176470588,0.0161174721,b,3
first,0,1,1,0,4,1,18,1,25,1.2784354871,0.04,0,0.16,0.04,0.72,0.04,0.0158109984,b,3
government,0,1,1,0,0,0,6,1,8,0.1629601542,0.125,0,0,0,0.75,0.125,0.0158032574,b,3
reps,0,1,1,0,0,0,6,1,8,0.1629601542,0.125,0,0,0,0.75,0.125,0.0158032574,b,3
guys,0,1,1,0,0,0,10,3,14,0.5566573305,0.0714285714,0,0,0,0.7142857143,0.2142857143,0.0153825211,b,3
1st,0,1,0,0,0,0,2,1,3,-0.1651208261,0,0,0,0,0.6666666667,0.3333333333,0.0152010216,b,3
town,0,1,0,0,0,0,2,1,3,-0.1651208261,0,0,0,0,0.6666666667,0.3333333333,0.0152010216,b,3
love,0,1,0,0,4,5,56,15,80,4.8873262702,0,0,0.05,0.0625,0.7,0.1875,0.0149649899,b,3
white people,0,2,2,2,0,0,18,3,25,1.2784354871,0.08,0.08,0,0,0.72,0.12,0.0148288707,b,3
lose,0,1,1,0,0,1,16,4,22,1.081586899,0.0454545455,0,0,0.0454545455,0.7272727273,0.1818181818,0.014489351,b,3
care,0,1,1,0,1,0,21,7,30,1.6065164674,0.0333333333,0,0.0333333333,0,0.7,0.2333333333,0.0144291006,b,3
proof,0,1,0,0,1,1,6,0,8,0.1629601542,0,0,0.125,0.125,0.75,0,0.0142292094,b,3
evidence,0,1,0,0,1,1,6,0,8,0.1629601542,0,0,0.125,0.125,0.75,0,0.0142292094,b,3
proud,0,1,2,0,3,1,22,1,29,1.5409002713,0.0689655172,0,0.1034482759,0.0344827586,0.7586206897,0.0344827586,0.0137696893,b,3
guilt,0,1,0,0,0,1,8,2,11,0.3598087423,0,0,0,0.0909090909,0.7272727273,0.1818181818,0.0136496731,b,3
getting,0,1,1,0,0,0,11,3,15,0.6222735266,0.0666666667,0,0,0,0.7333333333,0.2,0.0135590032,b,3
makes,0,1,1,0,3,0,12,0,16,0.6878897226,0.0625,0,0.1875,0,0.75,0,0.0135283584,b,3
words,0,1,1,0,0,0,7,1,9,0.2285763502,0.1111111111,0,0,0,0.7777777778,0.1111111111,0.01280303,b,3
name,0,1,1,0,1,0,14,3,19,0.8847383108,0.0526315789,0,0.0526315789,0,0.7368421053,0.1578947368,0.0127989281,b,3
died,0,1,0,0,0,1,4,0,5,-0.033888434,0,0,0,0.2,0.8,0,0.0127954912,b,3
knew,0,1,0,0,0,1,4,0,5,-0.033888434,0,0,0,0.2,0.8,0,0.0127954912,b,3
back,0,1,0,0,2,1,25,7,35,1.9345974477,0,0,0.0571428571,0.0285714286,0.7142857143,0.2,0.0126461966,b,3
repeal,0,1,1,0,1,1,16,2,21,1.0159707029,0.0476190476,0,0.0476190476,0.0476190476,0.7619047619,0.0952380952,0.0124084039,b,3
party,0,1,1,0,2,0,17,3,23,1.147203095,0.0434782609,0,0.0869565217,0,0.7391304348,0.1304347826,0.0123666837,b,3
victory,0,1,1,0,0,0,5,0,6,0.031727762,0.1666666667,0,0,0,0.8333333333,0,0.0121851664,b,3
slavery,0,1,1,0,0,0,12,3,16,0.6878897226,0.0625,0,0,0,0.75,0.1875,0.0121534957,b,3
white,0,1,5,0,4,0,57,9,75,4.55924529,0.0666666667,0,0.0533333333,0,0.76,0.12,0.0119598245,b,3
first time,0,2,0,0,0,1,4,0,5,-0.033888434,0,0,0,0.2,0.8,0,0.0117627305,b,3
last,0,1,1,0,5,0,31,5,42,2.3939108201,0.0238095238,0,0.119047619,0,0.7380952381,0.119047619,0.0116610265,b,3
job,0,1,1,0,0,0,10,2,13,0.4910411344,0.0769230769,0,0,0,0.7692307692,0.1538461538,0.0116096034,b,3
real,0,1,0,0,1,1,15,3,20,0.9503545068,0,0,0.05,0.05,0.75,0.15,0.0109643478,b,3
go,0,1,4,0,1,1,62,12,80,4.8873262702,0.05,0,0.0125,0.0125,0.775,0.15,0.0104512685,b,3
lot,0,1,0,0,1,1,8,0,10,0.2941925463,0,0,0.1,0.1,0.8,0,0.0099779187,b,3
administration,0,1,1,0,0,0,6,0,7,0.0973439581,0.1428571429,0,0,0,0.8571428571,0,0.0097116272,b,3
free,0,1,1,0,0,0,9,1,11,0.3598087423,0.0909090909,0,0,0,0.8181818182,0.0909090909,0.0094788711,b,3
2nd,0,1,0,0,0,0,3,1,4,-0.0995046301,0,0,0,0,0.75,0.25,0.0094751723,b,3
4th,0,1,0,0,0,0,3,1,4,-0.0995046301,0,0,0,0,0.75,0.25,0.0094751723,b,3
rich,0,1,1,0,0,0,12,2,15,0.6222735266,0.0666666667,0,0,0,0.8,0.1333333333,0.0094282498,b,3
best,0,1,3,0,1,0,28,2,34,1.8689812516,0.0882352941,0,0.0294117647,0,0.8235294118,0.0588235294,0.0092421761,b,3
time,0,1,1,0,6,2,49,4,62,3.7062347412,0.0161290323,0,0.0967741935,0.0322580645,0.7903225806,0.064516129,0.0092039169,b,3
us,0,1,0,0,1,6,60,8,75,4.55924529,0,0,0.0133333333,0.08,0.8,0.1066666667,0.0089732074,b,3
racist,0,1,1,0,2,0,26,4,33,1.8033650556,0.0303030303,0,0.0606060606,0,0.7878787879,0.1212121212,0.0088820867,b,3
healthcare,0,1,1,0,1,0,23,4,29,1.5409002713,0.0344827586,0,0.0344827586,0,0.7931034483,0.1379310345,0.0086864718,b,3
deal,0,1,0,0,0,1,9,1,11,0.3598087423,0,0,0,0.0909090909,0.8181818182,0.0909090909,0.0083687809,b,3
countries,0,1,1,0,0,0,7,0,8,0.1629601542,0.125,0,0,0,0.875,0,0.0082112746,b,3
shows,0,1,1,0,0,0,7,0,8,0.1629601542,0.125,0,0,0,0.875,0,0.0082112746,b,3
die,0,1,1,0,0,0,14,2,17,0.7535059187,0.0588235294,0,0,0,0.8235294118,0.1176470588,0.0080616894,b,3
folks,0,1,0,0,0,1,6,0,7,0.0973439581,0,0,0,0.1428571429,0.8571428571,0,0.0080062925,b,3
latest,0,1,0,0,0,1,6,0,7,0.0973439581,0,0,0,0.1428571429,0.8571428571,0,0.0080062925,b,3
ready,0,1,0,0,0,1,6,0,7,0.0973439581,0,0,0,0.1428571429,0.8571428571,0,0.0080062925,b,3
need,0,1,0,0,0,2,31,5,38,2.1314460359,0,0,0,0.0526315789,0.8157894737,0.1315789474,0.0076155289,b,3
people,0,1,2,0,5,0,70,9,86,5.2810234466,0.023255814,0,0.0581395349,0,0.8139534884,0.1046511628,0.0075113255,b,3
vote,0,1,2,0,3,1,49,4,59,3.509386153,0.0338983051,0,0.0508474576,0.0169491525,0.8305084746,0.0677966102,0.0075107279,b,3
really,0,1,1,0,5,0,37,2,45,2.5907594083,0.0222222222,0,0.1111111111,0,0.8222222222,0.0444444444,0.0073841196,b,3
bad,0,1,0,0,0,1,18,3,22,1.081586899,0,0,0,0.0454545455,0.8181818182,0.1363636364,0.007375738,b,3
right,0,1,0,0,1,2,45,7,55,3.2469213688,0,0,0.0181818182,0.0363636364,0.8181818182,0.1272727273,0.0072447938,b,3
making,0,1,1,0,0,0,8,0,9,0.2285763502,0.1111111111,0,0,0,0.8888888889,0,0.0072171008,b,3
together,0,1,1,0,0,0,8,0,9,0.2285763502,0.1111111111,0,0,0,0.8888888889,0,0.0072171008,b,3
take,0,1,2,0,4,0,34,0,40,2.262678428,0.05,0,0.1,0,0.85,0,0.0071595954,b,3
single,0,1,1,0,0,0,12,1,14,0.5566573305,0.0714285714,0,0,0,0.8571428571,0.0714285714,0.0071427065,b,3
better,0,1,1,0,0,0,12,1,14,0.5566573305,0.0714285714,0,0,0,0.8571428571,0.0714285714,0.0071427065,b,3
tell,0,1,1,0,0,0,20,3,24,1.2128192911,0.0416666667,0,0,0,0.8333333333,0.125,0.0071406266,b,3
soon,0,1,0,0,0,1,7,0,8,0.1629601542,0,0,0,0.125,0.875,0,0.0069408732,b,3
standing,0,1,0,0,0,1,7,0,8,0.1629601542,0,0,0,0.125,0.875,0,0.0069408732,b,3
far,0,1,0,0,0,1,7,0,8,0.1629601542,0,0,0,0.125,0.875,0,0.0069408732,b,3
get,0,1,3,0,3,0,76,9,91,5.6091044269,0.032967033,0,0.032967033,0,0.8351648352,0.0989010989,0.0069187055,b,3
two,0,1,0,0,1,1,16,1,19,0.8847383108,0,0,0.0526315789,0.0526315789,0.8421052632,0.0526315789,0.0068055424,b,3
stupid,0,1,1,0,0,0,13,1,15,0.6222735266,0.0666666667,0,0,0,0.8666666667,0.0666666667,0.0066726681,b,3
got,0,1,2,0,2,0,46,4,54,3.1813051728,0.037037037,0,0.037037037,0,0.8518518519,0.0740740741,0.006471594,b,3
left,0,1,2,0,0,0,19,0,21,1.0159707029,0.0952380952,0,0,0,0.9047619048,0,0.0062376117,b,3
next,0,1,0,0,0,2,30,3,35,1.9345974477,0,0,0,0.0571428571,0.8571428571,0.0857142857,0.0062297919,b,3
see,0,1,1,0,3,0,64,8,76,4.624861486,0.0131578947,0,0.0394736842,0,0.8421052632,0.1052631579,0.0061781709,b,3
lives,0,1,0,0,0,1,13,1,15,0.6222735266,0,0,0,0.0666666667,0.8666666667,0.0666666667,0.0060983499,b,3
shit,0,1,0,0,1,1,30,3,35,1.9345974477,0,0,0.0285714286,0.0285714286,0.8571428571,0.0857142857,0.0058302006,b,3
hate,0,1,0,0,1,1,25,2,29,1.5409002713,0,0,0.0344827586,0.0344827586,0.8620689655,0.0689655172,0.0057957815,b,3
one,0,1,0,0,7,1,78,5,91,5.6091044269,0,0,0.0769230769,0.010989011,0.8571428571,0.0549450549,0.0056967157,b,3
voted,0,1,1,0,0,0,41,5,47,2.7219918004,0.0212765957,0,0,0,0.8723404255,0.1063829787,0.0053864613,b,3
racism,0,1,0,0,1,1,23,1,26,1.3440516832,0,0,0.0384615385,0.0384615385,0.8846153846,0.0384615385,0.0052502089,b,3
probable,0,1,1,0,0,0,14,0,15,0.6222735266,0.0666666667,0,0,0,0.9333333333,0,0.0048193735,b,3
guy,0,1,1,0,0,0,16,0,17,0.7535059187,0.0588235294,0,0,0,0.9411764706,0,0.0044947129,b,3
carpet,0,1,1,0,0,0,18,0,19,0.8847383108,0.0526315789,0,0,0,0.9473684211,0,0.0042553464,b,3
performing,0,1,1,0,0,0,23,0,24,1.2128192911,0.0416666667,0,0,0,0.9583333333,0,0.003865148,b,3
